Najeriya	B-LOC
:	O
A	O
Kalla	O
Mutane	O
Miliyan	O
200	B-DATE
Zasu	O
Samu	B-PER
Lambar	O
Zama	B-LOC
Dan	O
Kasa	O
	
A	O
hirar	O
su	O
da	O
wakilin	O
Muryar	O
Amurka	B-LOC
Hassan	I-LOC
Maina	I-LOC
Kaina	O
,	O
Janar	O
Manaja	O
mai	O
kula	O
da	O
sadarwa	O
na	O
hukumar	O
Abdulhamid	O
Umar	B-PER
Umaisha	O
ya	O
kara	O
haske	O
akai	O
,	O
yace	O
wannan	O
mataki	O
na	O
da	O
alaka	O
da	O
matsalar	O
tsaro	O
.	O
	
Wannan	B-LOC
mataki	O
dai	O
na	O
zuwa	O
ne	O
daidai	O
lokacin	O
da	O
Rundunar	O
Operation	B-ORG
Lafiya	B-LOC
Dole	I-LOC
mai	O
yaki	O
da	O
Boko	O
Haram	B-LOC
ta	O
jaddada	O
bukatar	O
mallakar	O
katin	O
zama	O
dan	O
kasa	O
a	O
shiyyar	O
Arewa	B-PER
Maso	B-LOC
Gabas	I-LOC
.	O
	
Hukumar	O
NIMCI	O
tace	O
bada	O
lambar	O
zai	O
taimaka	O
wajen	O
inganta	O
matsalar	O
tsaro	O
,	O
kuma	O
hakan	O
zai	O
taimaka	O
wajen	O
tantance	O
yan	O
kasa	O
,	O
da	O
na	O
bakin	O
haure	O
.	O
	
Hukumar	O
ta	O
nuna	O
rashin	O
Jin	O
dadinta	O
da	O
yadda	O
,	O
hatta	O
wasu	O
yan	O
kasashen	O
waje	O
kanbi	O
haramtacciyar	O
hanya	O
wajen	O
mallakar	O
katin	O
.	O
	
Galibin	O
'yan	O
Najeriya	B-LOC
dai	O
basu	O
sami	O
lambar	O
zama	O
dan	O
kasa	O
ba	O
,	O
al'amari	O
da	O
hukumar	O
NIMCI	O
tace	O
bai	O
rasa	O
nasaba	O
da	O
irin	O
dimbin	O
matsalolin	O
da	O
take	O
fama	O
dasu	O
.	O
	
Dalilin	O
da	O
yasa	O
ake	O
shirye	O
shiryen	O
shigo	O
da	O
karin	O
wasu	O
hukumomin	O
gwamnati	O
wajen	O
bayar	O
da	O
lambar	O
ga	O
Jamaa	O
.	O
	
Ga	O
cikakken	O
rahoton	O
daga	O
wakilin	O
Muryar	O
Amurka	B-LOC
Hassan	I-LOC
Maina	I-LOC
Kaina	O
.	O
	
Muhimman	O
Bayanai	O
Kan	O
Yadda	O
Ake	O
Kada	B-LOC
Kuri’a	O
	
A	O
wata	O
hira	O
da	O
kakakin	O
hukumar	O
zaben	O
Najeriya	B-LOC
ta	O
INEC	O
,	O
Aliyu	B-PER
Bello	I-PER
ya	O
yi	O
da	O
wakilin	O
Sashen	O
Hausa	O
na	O
Muryar	O
Amurka	B-LOC
,	O
Nasiru	O
Adamu	B-PER
El	O
Hikaya	O
,	O
ya	O
zayyana	O
mai	O
wasu	O
muhimman	O
batutuwa	O
da	O
suka	O
shafi	O
yadda	O
ya	O
kamata	O
masu	O
kada	O
kuri’a	O
su	O
yi	O
zabe	O
.	O
	
VOA	O
:	O
Karfe	O
nawa	O
za	O
a	O
bude	O
rumfunan	O
zabe	O
kuma	O
karfe	O
nawa	O
za	O
a	O
rufe	O
?	O
	
INEC	O
:	O
Za	O
a	O
bude	O
rumfunan	O
zabe	O
da	O
misalin	O
karfe	O
8	B-DATE
na	O
safe	O
za	O
a	O
ci	O
gaba	O
da	O
hidimar	O
zabe	O
har	O
zuwa	O
karfe	O
2	B-DATE
na	O
rana	O
